,system:time_start,NDVI,fitted,NDVI_normalized
2024-06-02 07:00:00,,0.685,0.6980868102650706,0.9400515929172014
2024-06-02 07:30:00,,0.685,0.6980899145185572,0.9400751099890698
2024-06-02 08:00:00,,0.685,0.6980931271354996,0.9400994479962101
2024-06-02 08:30:00,,0.685,0.6980964517067478,0.9401246341420296
2024-06-02 09:00:00,,0.685,0.6980998919282173,0.9401506964258887
2024-06-02 09:30:00,,0.685,0.6981034516029385,0.9401776636586254
2024-06-02 10:00:00,,0.685,0.6981071346430655,0.9402055654777692
2024-06-02 10:30:00,,0.685,0.698110945071834,0.9402344323623795
2024-06-02 11:00:00,,0.685,0.6981148870254624,0.9402642956474428
2024-06-02 11:30:00,,0.685,0.6981189647549836,0.9402951875377548
2024-06-02 12:00:00,,0.685,0.6981231826279996,0.9403271411212091
2024-06-02 12:30:00,,0.685,0.6981275451303462,0.9403601903814115
2024-06-02 13:00:00,,0.685,0.6981320568676576,0.9403943702095273
2024-06-02 13:30:00,,0.685,0.6981367225668157,0.9404297164152704
2024-06-02 14:00:00,,0.685,0.6981415470772748,0.940466265736931
2024-06-02 14:30:00,,0.685,0.6981465353722444,0.9405040558503365
2024-06-02 15:00:00,,0.685,0.6981516925497151,0.9405431253766297
2024-06-02 15:30:00,,0.685,0.6981570238333146,0.9405835138887475
2024-06-02 16:00:00,,0.685,0.6981625345729741,0.9406252619164707
2024-06-02 16:30:00,,0.685,0.6981682302453883,0.9406684109499118
2024-06-02 17:00:00,,0.685,0.6981741164542516,0.9407130034413008
2024-06-02 17:30:00,,0.685,0.6981801989302494,0.9407590828049203
2024-06-02 18:00:00,,0.685,0.6981864835307846,0.9408066934150355
2024-06-02 18:30:00,,0.685,0.6981929762394188,0.9408558806016581
2024-06-02 19:00:00,,0.685,0.6981996831650044,0.9409066906439727
2024-06-02 19:30:00,,0.685,0.6982066105404852,0.9409591707612519
2024-06-02 20:00:00,,0.685,0.6982137647213421,0.9410133691010772
2024-06-02 20:30:00,,0.685,0.698221152183657,0.9410693347246745
2024-06-02 21:00:00,,0.685,0.6982287795217705,0.9411271175891708
2024-06-02 21:30:00,,0.685,0.6982366534455071,0.9411867685265692
2024-06-02 22:00:00,,0.685,0.698244780776939,0.9412483392192352
2024-06-02 22:30:00,,0.685,0.698253168446662,0.941311882171682
2024-06-02 23:00:00,,0.685,0.6982618234895539,0.9413774506784393
2024-06-02 23:30:00,,0.685,0.6982707530399874,0.9414450987877835
2024-06-03 00:00:00,,0.685,0.6982799643264663,0.9415148812611092
2024-06-03 00:30:00,,0.685,0.6982894646656582,0.9415868535277139
2024-06-03 01:00:00,,0.685,0.69829926145579,0.9416610716347735
2024-06-03 01:30:00,,0.685,0.6983093621693811,0.9417375921922816
2024-06-03 02:00:00,,0.685,0.6983197743452804,0.9418164723127307
2024-06-03 02:30:00,,0.685,0.6983305055799816,0.941897769545315
2024-06-03 03:00:00,,0.685,0.6983415635181861,0.9419815418044405
2024-06-03 03:30:00,,0.685,0.6983529558425882,0.9420678472923353
2024-06-03 04:00:00,,0.685,0.698364690262854,0.9421567444155606
2024-06-03 04:30:00,,0.685,0.698376774503771,0.9422482916952353
